Location,Text
Washington Heights raised ,"Be like like Richard Moskowitz, MD👇🏽
“Caring parents are much better judges of what really happened to their children than those giant multinationals who make and sell vaccines, profit so lavishly from them, and cannot even be sued for the tragedies that result.” #DoctorsSpeakUp"
"New York, USA",@ClassicLearner Don’t be #antimedicalliberty. #DoctorsSpeakUp  freedom to control what goes into our bodies is our god given right
New York,When will #doctorsSpeakUp ??
,When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccinemaker for faulty #vaccines?
land of the free,"THIS IS  HORRIFIC!  ""Orphans"" used in vax studies in the past. Its a fact that NOW in the US they use kids in the foster care system to monitor vaccine outcomes. And to test new vaxes Bill Gates &amp; the WHO use rural ""unconnected"" African communities. Look it up! #DoctorsSpeakUp! https://t.co/lrM8jaWhE4"
,When will more #DoctorsSpeakUp ? https://t.co/slFkVfsUcp
new york,"Bernie will help your PARENTS struggling money PORTFOLIO

 For: #loveisblindReunion #WorldBookDay #pitmad #DoctorsSpeakUp Katy Perry
Biden Warren Kamala Pin-up Pageant Preparation ## https://t.co/QcEhU00zvp#new_tab"
,Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?@NYSAAPCH2
An Island In The Pacific Ocean,"Medical professionals who dare to stand against anti-vaxxers are subject to threats like these (and much worse) on a daily basis.   Once again, these are just a few selected from the anti-vax groups on @Facebook in just the last 2 months.

#DoctorsSpeakUp #VaccinesWork https://t.co/PBP85Z5b0B"
,#DoctorsSpeakUp!! You know vaccines are harm kids. Choose doing right over $.
,"When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get
reported, according to a Harvard study?@NYSAAPCH2"
"Connecticut, USA",@doritmi @DarlaShine Sorry...who did you say is bringing back “diseases”? #DoctorsSpeakUp https://t.co/B6Xw88ywsA
,"When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine
maker or a doctor for faulty #vaccines ?@NYSAPPCH2"
,"@LAURENCEJAMS Interesting - maybe their religion is exempting them from data? Facts? Common sense? Seeing clearly? 

#DoctorsSpeakUp and #SpeakOut about what you see, what you know, and MOST importantly - what you don’t know. #HB5044"
,What in #vaccines make kids healthy? Will #DoctorsSpeakUp &amp; answer that question please? https://t.co/EMwBAiQDpo
"New York, USA",How about now #DoctorsSpeakUp https://t.co/MvFEnylK3w
New Zealand,"#DoctorsSpeakUp you have been lied to. Save your career NOW, and read the science. The GIG is UP! https://t.co/Qaz5NKc7MN"
,"My dad is a pediatrician that saw the horror of Hib meningitis disappear virtually overnight after the vaccine. I'm a pediatric neurologist that rarely ever sees bacterial meningitis thanks to the success of Hib, PCV &amp; MCV vaccines #VaccinesSaveLives #DoctorsSpeakUp https://t.co/74qGkVzRZF"
Ashland,"When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine
maker or a doctor for faulty #vaccines?"
,"#DoctorsSpeakUp We parents DEMAND proper safety studies of vaccines, a product that has ZERO pharma liability. There are no vaccinated vs unvaccinated studies.  Why? @seanhannity @IngrahamAngle @TuckerCarlson @JamesOKeefeIII @marthamaccallum @DonaldJTrumpJr @LaraLeaTrump"
Far away ,"When will #DoctorsSpeakUp on the following 
1. #SCOTUS deemed #vaccines “unavoidably unsafe” J. Scalia 2011
2. Vax court is a travesty 
3.$4.6 billion pd to date
4.1986 NCVIA frees liablity to #vaccinemaker 
5.drs dont read inserts
6. 0 dbl blind inert placebo study (phase 3)"
"New York, NY","#DoctorsSpeakUp ~ Be like Dr. Toni Bark, a Pediatrician.  She is missed by SO MANY because she cared enough to become AWARE and protect children from vaccination.  One day, I hope you too will be as BELOVED as was she. https://t.co/MfdnllFECv"
Ashland,"When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get
reported, according to a Harvard study?"
NJ ,Why would #DoctorsSpeakUp when 💰 lines their pockets for 💉 ?
Ashland,Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?
"New York, USA",When will #DoctorsSpeakUp https://t.co/LBpRQp2vHb
Ashland,When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all?
Ashland,"When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful?"
,Hey @Newsweek I am proud to say I am a Ex-Vaxer and I am also Proud that I am speaking out against #MedicalFreedom and #ParentalRights I wish #DoctorsSpeakUp #DoctorsSpeakOut against #HarmfulVaccines
Ashland,When will #DoctorsSpeakUp that #vaccines harm and kill children?
,"When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine
maker or a doctor for faulty #vaccines ?@NY1AAP"
,"When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get
reported, according to a Harvard study?@NY1AAP"
Washington Heights raised ,When will @#DoctorsSpeakUp? https://t.co/mmAAhFMkXV
,"The average doctor knows nothing about vaccine ingredients,  contraindications or genetic predisposition. That's who you trust with your health, people 
#DoctorsSpeakUp"
I'd rather be in Boston,@Trazlersgal Woohoo!!!! Way to go antivaxxers! Keep the drums sounding! #vaccinesafety #forsome #notforall #onesizedoesnotfitall #DoctorsSpeakOut #doctorsspeakup #mybodymychoice
,The safety studies for reactions to the vaccines on the CDC schedule that we give to children are for as little as 3 days!!  They do not account for chronic disease or autoimmune disease that happens outside of their testing window. #DoctorsSpeakUp #FreedomOfSpeech https://t.co/RaTyz0s7Ev
South Carolina,"I went to work today. I gave immunizations to keep kids well. I treated sick kids. While I was working, anti-vaxxers hijacked #DoctorsSpeakUp. 
It doesn't change anything. 
Because #VaccinesWork. #VaccinesAreSafe #VaccinesDontCauseAutism #tweetiatrician"
,Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?@NY1AAP
"New York, USA",Why won’t #DoctorsSpeakUp https://t.co/75SyOfJMVZ
,When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all?@NY1AAP
,"When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful?@NY1AAP"
"Zero Point, X0","Eat calm, munch a salad…
Health is much easier than parasitic consciousness thinks, naturally, living food fosters life, 1ove amplifies living!
https://t.co/Pylcp9sJZ5
#coronavirus #coronaflu
#CoronavirusOutbreak 
#VaccineSafety #VaccinesWork 
#vaccines #FluShot  #DoctorsSpeakUp"
NYC,Riders On The Storm...#DoctorsSpeakUp 🗣 ⚖️💡💚#WakeWithWordLove   #WordLoveEmpire #Luminous365  #Perigirls https://t.co/9WYTLrWyYl
"Bay Area, CA",@Becaus3IJustDid @DarlaShine You give your children these ingredients all the time in larger amounts. Breast milk and many foods have aluminum salts. Fruit have formaldehyde. The toxins gambit is another way your leaders mislead you. #DoctorsSpeakUp #parentsspeakup https://t.co/xKUiI8iil3
,When will #DoctorsSpeakUp that #vaccines harm and kill children?@NY1AAP
,"If vaccines absolutely cannot have any adverse reactions, why are there tons of possible side effects listed in the manufacturer &amp; FDA inserts? How come there is a National Vaccine Injury Compensation program, and why has over $4 billion been paid out so far?
#DoctorsSpeakUp"
"New York, USA",When will #DoctorsSpeakUp https://t.co/WAPxBupdCI
Maryland,"1) When will #DoctorsSpeakUp that #vaccines harm and kill children?
 
2) When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful?
 
3) When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all?"
,"@DrJaimeFriedman I have been reading and tweeting comments on this subject for 6 years. May I assure you that it is not the ex-vaxxers (families of disabled/injured children) who are the bullies. Nor are we paid for our time. Please don't play the victim. #DoctorsSpeakUp truth, please."
,"Physicians have zero credibility wrt #vaccines. We know you only received a half day of Pharma-propagandized education on them. Anyone defending/promoting vials full of cyto/neurotoxins can’t be taken seriously. The gig is up.

#DoctorsSpeakUp 
#EpiWhisp https://t.co/xI9Ad6fVeJ https://t.co/zBKhNlThjg"
San Francisco Bay Area,@PaulBerendsohn @Mommabear1231 @ctmama2 @connecticutmama @gorskon Why would it be difficult to believe? You have no problem accusing millions doctors of doing so for compensation. You accuse researchers of lying. Everyone lies except the people who say what YOU want them to. Hummmm. 🤔 #DoctorsSpeakUp #VaccinesSaveLives #VaccinesWork
NY,Over 4 billion dollars paid out for vaccine injuries and deaths in the United States. Why don't #DoctorsSpeakUp for the patients they injure?!!! #DoNoHarm
Maryland,"5) When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get
reported, according to a Harvard study?
 
6) When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine
maker or a doctor for faulty #vaccines ?
 
7) Tha #VaccineCourt isa travesty of justice?"
,"Checked out the trending #hashtags for #DoctorsSpeakUp. Seems to be more parents that are speaking up.
I guess you lost #tictocdocs"
,You thought you could push #scientistism.  You thought wrong @CDCgov @AlexAzar.  @ICANdecide called you out.  May more #DoctorsSpeakUp as a result.  #VaccinesWork to cause #autism #medtwitter https://t.co/0yn7tbGcWb
Maryland,"4) Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?
 
5) When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get
reported, according to a Harvard study?
 
4) Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?"
new york,"Bernie will help your PARENTS struggling money PORTFOLIO

 For: #loveisblindReunion #WorldBookDay #pitmad #DoctorsSpeakUp Katy Perry
Biden Warren Kamala Pin-up Pageant Preparation * https://t.co/3cMcS2Sqtr"
,Help us to stop them from hurting the children. #DoctorsSpeakUp https://t.co/XHZKHlD1Kf
"Rockaway, NJ","It’s time to take off the blinders, stop ignoring the injuries that occur &amp; start speaking up to what is really happening. They questioned vaccine safety throughout history. It’s time for change so let’s be a force for good with Pro-Medical Choice. #DoctorsSpeakUp https://t.co/zTDnQuDSHl"
,When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccinemaker for faulty #vaccines?
,When will #DoctorsSpeakUp acknowledge that parents know their child best AND let us be active partners in decision making? #ParentalRights
Home Sweet Home,"Cervical cancer is a horrific disease. The advent of a vaccine to reduce it is a miracle. Head and neck cancer is also reduced. I've cared for women who survived cancer, yet suffered from the after-effects of radiation therapy.

#VaccinesWork #VaccinesSaveLives #DoctorsSpeakUp"
,"A true #HippocraticOath taker we have in @BusyDrT, a true #DoctorsSpeakUp !  On the other hand,  is @syramadad of #Pandemic who bashed on @realDonaldTrump along w/@NYSenatorRivera &amp; mocked the parents of the 💉injured who dare fight for their children’s rightful place in society. https://t.co/8UnVWaAxD2 https://t.co/AkgnLq73f5"
NY,Why won't #DoctorsSpeakUp for Christopher Bunch? Or Colton Berrett? #GardasilInjury #GardasilDeath #GardasilKills #GardasilKilledMySon #medtwitter
,Doctors are hijacking our children’s health with their misinformation #DoctorsSpeakOut #DoctorsSpeakUp @BusyDrT @talialikeitis @jamelholley
,Vax do contain fetal cell lines and human DNA. #DoctorsSpeakUp #FreedomOfSpeech https://t.co/OFACdUGXRX
,.@AmerAcadPeds the 'greater good' theory does not align with the #HippocraticOath FIRST #DoNoHarm. These lives matter #vaccineinjurymatters This is not normal OR ok!!! When will #DoctorsSpeakUp https://t.co/SKZJgpMnN3
,"@SayWhaaat16 Same even when I said.... Do you think it's the vaccines? Crickets. Maybe? 
""We just don't know"" 
Yet it's shouted all over the world they are safe and affective. 
Untill #DoctorsSpeakUp this will continue."
,"If vaccines are so safe and effective, where are the double blind studies?  #DoctorsSpeakUp @AmerAcadPeds"
,"A Shot in the Dark - (2020 Documentary)
https://t.co/tf3jQsBrWn

#DoctorsSpeakUp #vaccineinjured #vaccines #vaccine #VaccineCourt #vaccineinjury #harm #safeandeffective #truth @SC_APP @ncpeds @AmerAcadPeds"
,"#DoctorsSpeakUp
Vaccines are safe and effective, save lives and they protect the population from infectious diseases that can be severe, harmful, have chronic consequences and be fatal. 
#sciencerocks
#yestovaccinesacrosstheglobe
#stopmisinformation
#stopharasmenttohealthcareteam"
,"@NewJersey4MF When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful? #ParentsoverPharma"
"Seaside, California, USA","@PeterHotez @ledbetter24 @jaroddfranklin @nytimes We, the #AngryMothers who have taken our children to the  dr. and gotten them vaxxed, &amp; saw them injured/killed with our own eyes are not buying your platitudes and excuses anymore!!!  When will #DoctorsSpeakUp &amp; tell the truth about how widespread vaccine-injuries are? https://t.co/HHZdVCmJK1"
"Alabama, USA","I’m a doctor and I agree that it’s time that #DoctorsSpeakUp (haha we hijacked your hashtag, nerds) about the dangers of #vaccines! This is the type of #vaccineinjury that #BigPharma is covering up! https://t.co/wZncRPliBy"
,"@dfreedman7 How many cases of autism, epilepsy, and autoimmune disease have you seen? What about food allergies and asthma? #DoctorsSpeakUp"
,#DoctorsSpeakUp when will you speak up and admit that #vaccines are not safe and effective for everyone ?
"Austin, TX","#DoctorsSpeakUp!

Take a stand for your patients! https://t.co/KIdfp7rCYN"
,"When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine
maker or a doctor for faulty #vaccines ?@Ameracadpeds"
new york,"Bernie will help your PARENTS struggling money PORTFOLIO

 For: #loveisblindReunion #WorldBookDay #pitmad #DoctorsSpeakUp Katy Perry
Biden Warren Kamala Pin-up Pageant Preparation *** https://t.co/hRtgfw9kx6"
,@NicoleB_MD I wish #DoctorsSpeakUp #DoctorsSpeakOut would address why are children are so sick. Why do more than 54% of them have a chronic illness. What are we doing to our kids??? https://t.co/K6aEhnqBBS
,"When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get
reported, according to a Harvard study?@Ameracadpeds"
San Francisco Bay Area,"Man, these antivaxers can't get their story straight. They're brave but use fake names. They're woke, but only listen to their echo chamber. They can talk about vaccines but if we discredit their source we aren't doctors so we shouldn't. #DoctorsSpeakUp #VaccinesWork"
Far away ,When will #DoctorsSpeakUp why they r firing patients for not vaccinating &amp;force vaxxing disabled kids? @NYGovCuomo care to answer? @DickGottfried @AmerAcadPeds @NICUBatman @NYSAAPCH2 @realDonaldTrump pls put a 🛑 to state mandates #executiveorder #MAGA2020 https://t.co/Cn8eB92hEL
,Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?@Ameracadpeds
,"@LotusOak2 @DemocratFed Approx 25,000 women annually, in the US, have chronic Hep-B and give birth. That's 25,000 potential transmissions. Also, not all women receive prenatal care that includes screening, approx 96% of women are tested. 
#VaccinesSaveLives 
#DoctorsSpeakUp"
,"@BretWeinstein @99freemind I don’t believe vaccines are COMPLETELY safe, or that we fully understand the risks. There, fixed your tweet.  #DoctorsSpeakUp"
,When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all? @Ameracadpeds
,"Top story: @NicoleB_MD: 'Today I join my colleagues on #socialmedia to spread the message loud and clear: 

VACCINES ARE SAFE
VACCINES ARE EFFECTIVE
VACCINES DON’T CAUSE AUTISM

#DoctorsSpeakUp #VaccinesSaveLives #Vacci… https://t.co/2Kp5TpTjl0, see more https://t.co/ko4wlzuMS6"
"California, USA","@DrToddWo @ZDoggMD Hi @DrToddWo, #DoctorsSpeakUp was such an awesome idea! Loved posting a few. Check out #TeensSpeakUp. BTW although your dancing videos are great, this PeanutButterCup one is the fav so far ;-)!"
"New York, NY","#DoctorsSpeakUp ~ If you wouldn't drink it, WHY would you inject it into CHILDREN?  If you're not sure if this is WRONG, call poison control and ask them.  Vaccine Excipients Table:  https://t.co/5mPf3ZD7cR."
,#DoctorsSpeakUp Vaccines are NOT safe and effective! Vaccines kill and harm children.
,"When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful?@Ameracadpeds"
,"@JeffereyJaxen @AlexAzar #DoctorsSpeakUp oh wait, you get a half day education on vaccines, incentivized and brainwashed by pharmaceutical reps, and don’t listen to your patients. Observation leads to a greater understanding, denialism leads to more injury and death."
San Francisco Bay Area,"@Mommabear1231 @ctmama2 @connecticutmama @gorskon Okay then. Don't expect ANYONE to trust ANYTHING generic ""mamabear123"" has to say. You're literally a nobody that way. Step up or shut up. I'm done with you. Have an amazing day. Thank GOD I live in CA and thank GOD for @DrPanMD #DoctorsSpeakUp #VaccinesSaveLives #VaccinesWork ✌️"
,Why did the US Surgeon General say vaccines never saved lives but good hygiene did? #DoctorsSpeakUp https://t.co/M21vjZTklT
,When will #DoctorsSpeakUp that #vaccines harm and kill children?@Ameracadpeds
,When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all?
Knowhere,#DoctorsSpeakUp got taken over by people with data and real stories of people getting injured by vaccines https://t.co/vrMfwzCKVt
,"@nanbat @DrKND I can't imagine #DoctorsSpeakUp about vaccine manufacturer zero liability because that ZERO liability for vaccine injury is also afforded to doctors, nurses, pharmacists and all others who administer vaccines."
,#doctorsSpeakUp my son falls under the should get a medical expemption but his doctor is scared to write it https://t.co/S2JUsA4aof
,"#doctorsspeakup

The absolute state of psychiatry. https://t.co/NAR4dZl18F"
,@BusyDrT #newsweek Most doctors have have hijacked our children’s health with their misinformation. thank god for #DoctorsSpeakUp like @BusyDrT  who tell the TRUTH.
Far away ,"When will #DoctorsSpeakUp that they dont read the #vaccines inserts? The biggest lie ever told that vaccines are #safeandeffective 
@NICUBatman @AmerAcadPeds @NYSAAPCH2 @DickGottfried @NYGovCuomo #medtwitter 

@realDonaldTrump @RobSchneider @jamelholley @RealJamesWoods https://t.co/3gdoqcrJp2"
,"When will #DoctorsSpeakUp abide by the Hippocratic oath,  which states that the physician and his assistants should not cause physical or moral harm to a patient. #vaccines harm and kill."
,"@ChrisGaylord13 @krebiozen @SheepDuster @100Dianne @vABSTINENCE @nocompulsoryvac @_mamadeb @MunroLetitia @Shared_facts @StopVaxxedLies @KayVonPaul @BeckyJohnson222 @gmopundit @ockinger @doritmi @Kathmarval @sjz1983 @FrankDElia7 @alisonpalk @admutum @med1cinewoman @Monstercoyliar @PJMoore1958 @CauliOncRN @ianfmusgrave @BlueLionBlog @carlsmythe @mel_we89 @MacBaird13 @ChrisJohnsonMD @ketokeren @mcfunny @PatrickEnrigh20 @MTB_CHUM @TioChango_ @JaneEOpie @PhadingDark @TakeThatCDC @Plasticdoe @MarthaCurlee3 @Staci04907284 @tigerquinn7 @MJonesnR @useemdumb @WendyOrent @shepard_harley @DrLindaMD @AutisticShill @MJinNJ80 @thereal_truther -&gt; in a single sitting. That's 4.125 gallons or 15.6 liters. The average human stomach can expand to a volume of about one liter. 

You'd really have to be determined to go blind to do it with diet soda. 

And #vaccines don't cause blindness. #DoctorsSpeakUp"
,"Just going to fucking say it: #DoctorsSpeakUp and the anti-vax pisses me off, because they seem to see autism as some unholy plague and that their kids are better off being in danger than be autistic"
,And this ... when will #DoctorsSpeakUp https://t.co/QRW1OMhz5g
"Bay Area, CA","Mumps, Measles and Rubella are far more contagious than #coronavirus but #vaccines protect us! Vaccines are important!💯 #VaccinesSaveLives #DoctorsSpeakUp https://t.co/3MPzuY6izx"
United States,"Does anyone know if any Dr’s do any testing for patients prior to vaccination to determine allergies to any ingredients or, testing for mitochondrial disfunction that could hamper natural detoxification? #DoctorsSpeakUp"
United States,"@angelikastalman And if they’re so safe why is there a disclaimer that you can’t sue them for harm?
#DoctorsSpeakUp"
NY,"How about #DoctorsSpeakUp about adverse reactions that may occur when a person is given the MMR2 vaccine? Diabetes, Arthritis, Paralysis, Anaphylaxis, Death among others. #InformedConsent is so important #DoNoHarm https://t.co/cQBmfj0Z55"
,"When will #DoctorsSpeakUp that #vaccines harm and kill children? #tweetiatrician #aap #HearThisWell
https://t.co/TRVKmX7AmZ"
"Wailuku, HI",I guess the good Dr. is using the same fake research the CDC is... 🤣😂🤣😂🤣https://t.co/QBon9HcMq7  https://t.co/pg3kVA0e8e  #cdcfraud #DoctorsSpeakUp Most doctors get angry when the parent know more than they do.  They call it Bullying when they are called out for their lies. https://t.co/UXFaxMqWYH
San Francisco Bay Area,"@Mommabear1231 @ctmama2 @connecticutmama @gorskon ROTFL - Winning WHAT? CA has mandates, Main, West Virginia, Missouri... more are voting on it regularly. Those who have voted it down won't continue to. Science will win here. #Vaccineswork #VaccinesSaveLives #DoctorsSpeakUp"
,When will #DoctorsSpeakUp about the true risk vs benefit ratio of 💉and stop the #twerkformerck 🤑.  ETA @DrSaraSiddiqui1?!  Do you truly believe #vaccines can’t cause injury?  Explain how healthy babies just die following their “well” visits...#medtwitter https://t.co/tI8pP6TX2i https://t.co/u1YEjTFVnp
,"Will #DoctorsSpeakUp about this lawsuit that proves the CDC made a false statement ""vaccines don't cause autism"", or, will they continue to parrot this mis-information that was posted on the CDC website? https://t.co/tiWw6hg5G1"
"New York, NY",#DoctorsSpeakUp now that you realize a deadly form of AUTISM (SSPE) has been known to have been caused by the Measles Vaccine since 1972!  https://t.co/7wWUS4VywW
"Kelowna, British Columbia",The #DoctorsSpeakUp hashtag being hijacked by anti-vaxxers is perfect because now doctors will know which families not to help when they enter the ER.
"Sacramento, CA","March 5th is here, time for my first tweet! 

Vaccines are safe, effective, and well researched. Please vaccinate your children and get the vaccines you need as well!
#vaccinescauseadults #Doctorsspeakup #VaccinesSaveLives #tweetiatrician https://t.co/nTsGlPzHGz"
NJ,Please tell us how #pharma bonuses and vaccine incentives via insurance companies work?   Why aren’t DRs transparent about what’s on the line for them if #DoctorsSpeakUp ?? https://t.co/MEW5pbT7OS
,"This doctor spoke up!  Beautiful soul, may she RIP. #DoctorsSpeakUp https://t.co/EncTgpgw48"
"Ashland, OR, USA","Sad day on Twitter.  pHARMa backed medical industry insiders, er, MDs, are posting industry talking points as if they are scientifically valid facts.   Good doctors, rational human beings and families with injured children don't let them get away with it.  #doctorsspeakup https://t.co/hUH8JNYtYE"
,@Colorado_AAP @KevinPriola Vaccines also kill and injure.🤷‍♂️ #BelieveParents #DoctorsSpeakUp
"San Diego, CA","Think #COVID is scary?
That’s just a preview of outbreaks if we let #vaccine rates fall.
#VaccinesWork 
#VaccinesSaveLives #DoctorsSpeakUp https://t.co/ycBVyOFGV9"
,Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?
,Why does the CDC tell us not to vaccinate infants or Pregnant women as well as anyone with allergies but doctors do it anyways?? #DoctorsSpeakUp https://t.co/QPrSTieKoO
Far away ,When will #DoctorsSpeakUp that the #fda has 4 govmnt appted committees above it for licensure all in favor of the product (#vaccines ) over the health of our children? #medtwitter #pharmafia @realDonaldTrump @DickGottfried @NYGovCuomo @NICUBatman @AmerAcadPeds @NYSAAPCH2 https://t.co/MJ7ROF4M4J
,Will #DoctorsSpeakUp and #BeBrave like Amber? https://t.co/ptLa88q4YS
"Palo Alto, CA",I have a graduate degree in ethics and I feel ethically obligated to support my colleagues in this important campaign. #DoctorsSpeakUp #VaccinesSaveLives https://t.co/FJKxBOQ3GF
,Many of us gray-haired pediatricians are old enough to remember the infant who died as a result of pneumococcal meningitis or whooping cough.  We must learn from history and protect our children. THIS IS OUR LANE #VaccinesWork #DoctorsSpeakUp #tweetiatrician
"Bay Area, CA",@briannomi #vaccines don’t cause #autism. https://t.co/CSHEEPO1HL #parentsspeakup #DoctorsSpeakUp
"Cleveland, Ohio",You are using faulty statistics...... Just because rates have fallen does not infer any benefit from the #HPVvaccine.  To say that it does is misleading &amp; unscientific!  #DoctorsSpeakUp on the #GardasilScam https://t.co/gvPLrAxWaC
L.I. New York ,"I am Pro-Choice, I do not spread misinformation. I know vaccines #harm. #DoctorsSpeakUp U hid truth. #Vaccines are not one size fits all. Do you know what Aluminum in #GardasilisDangerous does to the brain? Educate yourselves. @AmerAcadPeds https://t.co/eGdF0Fc3A3"
NY,Let's talk about how the United States has the WORST infant mortality rate among the developed world and the most vaccines #DoctorsSpeakUp
Virginia,"@DrJaimeFriedman Dr. Friedman, it's time for physicians to acknowledge as ICAN CDC lawsuit just made clear: We do not have the science to say ""Vaccines Don't Cause Autism"". The CDC knows it. The public now knows it. Parents have been gaslit w/that claim. #DoctorsSpeakUp https://t.co/eUQbP3h3Um"
"Newark, OH","Vaccines don’t cause autism #VaccinesWork

#DoctorsSpeakUp https://t.co/YPn5qPn4hP"
,When will #DoctorsSpeakUp for a parent's right to choose whether to vaccinate or not?  Where there is risk there must be CHOICE.
"California, USA","A blast from the past: Salon regretfully retracts conspiracy theory on CDC / Thimerosal; albeit 6 yrs later 🤔. Those who say, govt hasn't done studies and isn't transparent =&gt; https://t.co/c59epU2T20 #DoctorsSpeakUp #TeensSpeakUp #VaccinesSaveLives #VaccinesWork https://t.co/rFYaO0tLx1"
,#JustAsking when will #DoctorsSpeakUp ??? https://t.co/H5tPg6qBpV
NY,How about #DoctorsSpeakUp about the known risks of vaccinations before injecting their patients with ingredients that could harm them? #InformedConsent
new york,"Bernie will help your PARENTS struggling money PORTFOLIO

 For: #loveisblindReunion #WorldBookDay #pitmad #DoctorsSpeakUp Katy Perry
Biden Warren Kamala 72% Of Democratic Voters Believe Bernie Sanders Would Beat Trump In 2020 Election, New Poll Shows_ https://t.co/02td6YMFxO"
"Texas, USA","@AlastairMcA30 @colorado_choice @GovofCO @Cathy_Kipp @joannginal @RepJeniArndt The self-proclaimed vaccine enthusiast isnt persuaded by the hundreds of thousands of kids injured or dying in the US but points to the 83 dead Samoans like this is supposed to comfort us... the mothers of injured children. 

Enthusiasts r usually more informed. 

#DoctorsSpeakUp"
-Utah-,We are seeing our sweet babies be affected by this more and more everyday! When will it stop? WHERE do we stop?! #DoctorsSpeakUp https://t.co/MULhbqSAE7
,Will #DoctorsSpeakUp?!  The @CDCgov’s #VIS fails to disclose such.  #ThingsThatMakeYouGoHmmm. Do MD’s even read the #vaccineinsert?! #medtwitter #readingisfundamental https://t.co/w1uer388Lo
,"OPV, polio vaccine, is now even admitted by WHO, is now the the reason for uptick in numbers of polio cases across the globe. Or did polio in the US get renamed as Transverse myelitis? #DoctorsSpeakUp #FreedomOfSpeech https://t.co/4DOA77We42"
Far away ,"When will #DoctorsSpeakUp  that they spent 1 hr in med school learning how to administer #vaccines not on the #pharma profit, #sids , #VaccineCourt #vaccineinjury several vax at once, toxic adjuvants injecting not ingesting &amp; the harm it can cause to the developing baby brain? https://t.co/W0DNSthRBP"
"New Jersey, USA",So true! I want to know when they will start admitting what they see and what they know....I’d say Drs are the ones spreading misinformation.  #DoctorsSpeakUp https://t.co/JjqY0PJ1bu
,Why are my unvaccinated and least vaccinated kids far healthier than my vaccinated kids?  #DoctorsSpeakUp
"Camarillo, CA","I wish that #DoctorsSpeakUp , or at least that they would.  
https://t.co/CgG83ZbVC6"
,When will #DoctorsSpeakUp admit that the ACIP Immunization Schedule has never been tested and that children have and continue to be been harmed and killed?
"Cleveland, Ohio","9 year old Florida girl gets #flushot,  develops #ADEM,  &amp; many lives are shattered..... #DoctorsSpeakUp please, #LearntheRisk &amp; #SpeaktheTruth #VaccineSafety #FluShot #Honor your #HippocraticOath https://t.co/bykowajOEC"
"Georgia, USA",#DoctorsSpeakUp Now you know!  https://t.co/LZO3xF4p4O
,My doctor didn't know (and didn't believe me) that some vaccines use aborted fetal cells.  When will #DoctorsSpeakUp and admit that they don't have enough education about vaccines to be pushing them so heavily.
United States,"And obtw I do not receive (and never have received) ANY reward or compensation for advocating for vaccines for my patients, except for the reward of knowing I am doing the right thing. #DoctorsSpeakUp #HealthcareSpeaksUp"
"New York, USA",When will #DoctorsSpeakUp about their #financialincentives to vaccinate that overshadows any any doubt or looking into any research not propagated by #BigPharma? https://t.co/BB7puGfyoU
,You entered this field because you wanted to help others. The #Vaccineinjured need your help. #DoctorsSpeakUp You can make a difference. #BeAHero #GodIsWatching https://t.co/o9dqkCGkDl
San Francisco Bay Area,@Mommabear1231 @ctmama2 @connecticutmama @gorskon Ok. I guess I should just stop sharing basic science because YOU said so. Sorry. That's what TODAY is about. Showing that you're misrepresented pseudo science scare tactics are not the majority opinion. #DoctorsSpeakUp #VaccinesSaveLives #VaccinesWork
