Location,Text
NJ,"Why are so many pediatricians not accepting patients that delay or refuse vaccines?  #DoctorsSpeakUp please, are children of parents with deeply held religious and philosophical beliefs any less deserving of medical care??  Is this really ok??  #ParentsSpeakUp #ParentsOverPharma"
,"#DoctorsSpeakUp #BeliveMothers
@NewJersey4MF Research on vaccines is as outdated! Support A400/S996 Establishes Children's Vaccine Adverse Event Reporting System for New Jersey. &amp; SR15/AR106 hold HHS to fulfill its obligations from the 1986 Vaccine Injury Act"
"New Jersey, USA","They see it in thier office all the time. But it MUST be coincidence right???
When will #DoctorsSpeakUp? https://t.co/RYx4raMuuc"
,"#DoctorsSpeakUp - how long ARE you taught about vaccines in school? 

I’ve heard less than a day. If not true, how long do you spend on it? 

And esp for pediatricians. #HB5044"
,Once upon a time parents held pediatricians up on a pedalstool. Never questioning a thing they said. Then kids started getting hurt. Victims of an ever expanding vaccine schedule. Now #parentsspeakup &amp; the guilty ones make themselves the victims. Amazing #DoctorsSpeakUp https://t.co/tsUZ74CogO
,"When will #DoctorsSpeakUp and admit they spent less than a day in med school learning about #vaccines?

1 in 36 American children. This is our national Autism Rate. When will #DoctorsSpeakUp? .@NewJerseyAAP .@AmerAcadPeds"
,How many would pay 💰 to watch this?🙋🏻‍♀️#MissedInformation #DoctorsSpeakUp https://t.co/pxPjW7cLkv
,"We try to speak truth but we're experiencing increasing censorship. Retired MMA fighter Nick Cantone's 20-month-old son died after receiving a DTAP vaccine. He's posted about this tragedy on social media but Facebook DELETED HIS ACCOUNT.

#DoctorsSpeakUp"
"Boston, MA",We are proud of the series of stories @bcbsma @Coverage_BCBSMA published this year on #Vaccinations #DoctorsSpeakUp https://t.co/VM8ArtEd6I
-Utah-,"1. Why is there no true placebo testing for vaccines?
-They’re labeled as biologics not drugs
2. Why are vaccine makers exempt from liability?
-Taxpayers cover their injury lawsuits
3. Why do doctors say they’re safe &amp; effective?
-That’s what they’re taught to say
#DoctorsSpeakUp"
,"When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful???"
"Oregon, USA",@RobJFalcon @MedFree31 @DrPanMD @AmerAcadPeds @Vaxyourfam Check out: #DoctorsSpeakUp .  There are several people sharing the facts with that hashtag today.
,When will #DoctorsSpeakUp https://t.co/GBY1Rofqp7
Far away ,When will #DoctorsSpeakUp that healthy children do not just die that #sids is #vaccineinjury @NICUBatman @NYGovCuomo @AmerAcadPeds @NYSAAPCH2 #medtwitter stop #NYCorruption @realDonaldTrump https://t.co/oKYPjcip0E
Vancouver,"One more time, with gusto!  Take it away, @DrJenGunter 

#DoctorsSpeakUp 
#VaccinesSaveLives #vaccineswork https://t.co/Q7i8ANvkJ3"
,"When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine
maker or a doctor for faulty #vaccines ?"
"Pittsburgh, PA",@LeonidasPlatan1 @NicoleB_MD @ZDoggMD Thank you! #DoctorsSpeakUp
,Will #DoctorsSpeakUp about the high incidence of autism? https://t.co/nE9BTXcS1I
"New Jersey, USA",We will never go away! #DoctorsSpeakUp https://t.co/sAFI9VPigi
,When will #DoctorsSpeakUp about the known carcinogens in vaccines? #medtwitter https://t.co/ttDvju271h
,When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all? #clearly
,When will #DoctorsSpeakUp about the Hepatitis B #vaccine being unnecessary and harmful to newborns? .@NewJerseyAAP .@AmerAcadPeds #HippocraticOath
Boston,The story behind that lovely JAMA essay on sacred spaces in health care https://t.co/WQeUg9gunb via @DeseretNews #JAMA #DoctorsSpeakUp
Texas,"@ratten_matthias @ProVaxx2 Liams_Dad
@dad_liams
Why wont #DoctorsSpeakUp and say its unacceptable to silence the families of vaccine injured or killed children? #flyhighNicholas"
,Why don’t #DoctorsSpeakUp about the #vaccine Injury program? https://t.co/xxYvuXYiga
,@BretWeinstein Over 50 vaccines required to start kindergarten is not creating a healthy generation of kids.  The real issue is mandates.  Can you live in a free society and not get the ACIP recommended 74 vaccines (not a typo) by age 18?  A lot of people say no. #DoctorsSpeakUp
Texas,"@sidtheslothhh @ProVaxx2 Liams_Dad
@dad_liams
Why wont #DoctorsSpeakUp and say its unacceptable to silence the families of vaccine injured or killed children? #flyhighNicholas"
United States,"I would also love to hear #DoctorsSpeakUp about chemotherapy and radiation. Both have a history of causing #cancer re-occurrence or death but still prescribed routinely. I said #NO to 20 doctors 
Curing Carrie: The Less-Traveled Road https://t.co/IKUlVaBYOn via @Liveuncon"
,"Even if you've already had flu this year!  I'm seeing lots of kids who had flu B a couple months ago, now with flu A
#influenza
#vaccineswork
#doctorsspeakup https://t.co/rAqcJOrc2B"
,Thank you! So many awesome people in all parts of the medical world standing up for vaccines! #DoctorsSpeakUp https://t.co/2WDuM3Y4dh
,When will #DoctorsSpeakUp acknowledge that #vaccines are not #safeandeffective for all?
,When will #DoctorsSpeakUp about #vaccines harming MANY of their patients? .@NewJerseyAAP .@AmerAcadPeds
"Manorville, NY",Parents want the right to choose what goes into their children’s body! When will #DoctorsSpeakUp to what rightfully belongs to us! #MyChildrenAreNotForSale #MyChildMyChoice #MedicalFreedom not #MedicalMurder! #MedTwitter @AmerAcadPeds @NYGovCuomo
"New York, USA","My dad recently had a reaction to taxol, everyone agreed. Yet no one believes mothers when it comes to vaccines. When will #DoctorsSpeakUp and protect their patients? #notonesizefitsall #nonymandates @bradhoylman @DickGottfried @nydems https://t.co/Oz2NMKKyfx"
new york,"Bernie will help your PARENTS struggling money PORTFOLIO

 For: #loveisblindReunion #WorldBookDay #pitmad #DoctorsSpeakUp Katy Perry
Biden Warren Kamala Pin-up Pageant Preparation _ https://t.co/DaUytyZusP"
Texas,Association between the 2008–09 Seasonal Influenza Vaccine and Pandemic H1N1 Illness during Spring–Summer 2009: Four Observational Studies from Canada   #DoctorsSpeakUp   https://t.co/XfCGMI9MIO https://t.co/XUInG2WkkL
,When will #doctorsspeakup and admit day-1 old babies don't need the HEP-B #vaccine because they don't mainline heroin or have promiscuous sex?
Far away ,"Since #vaccines are not double blind peer reviewed inert saline placebo tested (phase 3 trials) You cant call them #evidencebased medicine,they are not. What you can call them is #unavoidablyunsafe as Justice Scalia did in 2011
 #SupremeCourt #DoctorsSpeakUp @realDonaldTrump https://t.co/hQB67V77eT"
,When will #DoctorsSpeakUp about their healthiest patients being vaccine free? .@NewJerseyAAP .@AmerAcadPeds
,"When will #DoctorsSpeakUp stand up to big pharma, the CDC and the AAP and put children FIRST."
,Why don’t #DoctorsSpeakUp up about the risks about vaccines?
,That #VaccineCourt is a travesty of justice?#BattleOfTrentonContinues #DoctorsSpeakUP @NewJersey4MF
"New Jersey, USA",@NicoleB_MD Must be pretty desperate to spread your #FakeNews if u are on TikTok 😂. #desperatetimes #baddoctor #DoctorsSpeakUp #VaacinesAreNotSafe #believemothers
Virginia,#DoctorsSpeakUp Trends on Twitter as Anti-Vaccine Movement Hijacks Hashtag Intended to Combat Misinformation https://t.co/FxYswT92tb
,When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all? @NewJersey4MF
,According to a #Harvard study only 1% of #VaccineInjury incidents are reported. When will #DoctorsSpeakUp? .@NewJerseyAAP .@AmerAcadPeds
Texas,"#DoctorsSpeakUp Repeated flu vax may impair immune protection for flu in later years. In '09 concern raised in Canada, prior vax with '08–09 trivalent inactivated flu vaccine was associated w/higher risk of pandemic influenza A (H1N1) (pH1N1) illness.  https://t.co/XfCGMHSbRg"
,CDC IS a for profit company. CDC Foundation and  CDC are not fiscally synonymous.  @Drphil your radio ad is #false #lie #fakenews #DoctorsSpeakUp
,"I too, @DrPanMD #DoctorsSpeakUp , have actually listened to mother's stories.  Thousands of children being injured by vaccination, mostly the doctors say it is impossible.  THAT is unscientific!!!  There must be a reason they deny the evidence staring them in the face. https://t.co/d2C79BNmed"
,@LaLaRueFrench75 The gov has known for decades #DoctorsSpeakUp https://t.co/b2bYx41UaU
,Vaccines are exempt from liability rushed to market! Vaccine Manufacturers use Post Market Data to alert them to the risks.OUR children are the Post Market Research. Consumers report the products injure!#BelieveMothers #DoctorsSpeakUp @NewJersey4MF
,@BretWeinstein Thank you for this!  The answer to this whole impossible issue is to reverse the 1986 law.  #DoctorsSpeakUp
,"@NewJersey4MF 2011 U.S. Bruesewitz v. Wyeth, found that the legislative report that accompanied the NCVIA confirmed that “unavoidable” side effects are created by vaccines that “in the present state of human skill and knowledge cannot be made safe.”#DoctorsSpeakUp"
Virginia,"When #DoctorsSpeakUp re: fact CDC bases its contention that ""Vaccines Don't Cause Autism"" on ZERO studies on HepB, IPV, DTaP, PCV13, HiB, they are SPEAKING w/ ABSOLUTE ACCURACY. Pl. stop parroting, start investigating. https://t.co/eUQbP3h3Um @theintercept @joelving @commondreams"
,When will #DoctorsSpeakUp make their patients health and safety their ONLY priority?
10 feet behind you,@arronv i've seen this same fuckin sentence posted over a thousand times across #DoctorsSpeakUp and #vaccines. no one is gonna listen if it sounds like its just 3 people with a few dozen bot accounts spamming the hashtags. +vaccines are more likely to harm you than an orca is. beat that.
 Florida,"#DoctorsSpeakUp about the real, not bought,  truth. https://t.co/DSVTmXX5wm"
,@HighWireTalk The gov has known for decades #doctorsspeakup https://t.co/b2bYx4jv2s
"Kings Park, NY",How many people are aware that MRC-5 &amp; WI-38 are aborted fetal cell lines are ingredients in vaccines 💉? #medtwitter #DoctorsSpeakUp
new york,"Bernie will help your PARENTS struggling money PORTFOLIO

 For: #loveisblindReunion #WorldBookDay #pitmad #DoctorsSpeakUp Katy Perry
Biden Warren Kamala Pin-up Pageant Preparation — https://t.co/omcz3ItqQE"
Chi-town,I literally just finished my email to @RobynGabel telling her this exact thing! Aaaaand now let me call her office. #wearenotthesame #doctorsspeakup https://t.co/BVq7WJ6dE0
"Collingwood,Kitchener,Ontario",When #DoctorsSpeakUp do they show you the insert and go over the ingredients and side effects such as death with you?
"Manorville, NY",I want to know when will #DoctorsSpeakUp on the #LiesOfTheVaccineIndustry when will #DoctorsSpeakUp for the parents who have experienced #VaccineInjury when will #DoctorsSpeakUp for #MedicalFreedom and #MedTwitter @NYGovCuomo @AmerAcadPeds
United States,"I have been in healthcare for 44 years, 36 as a practicing physician. I am offended by all the commenters alleging that we knowingly harm patients. All we do is try to help. How dare you judge us? #DoctorsSpeakUp"
"New York, USA","@doritmi @DarlaShine we are not fighting to bring back normal childhood illnesses, which by the way never left. We are fighting people like you who have no #integrity and put #profitoverchildren. If #vaccines were so great &amp; safe, there would be NO NEED FOR MANDATES. #DoctorsSpeakUp #CorruptAF"
"Jackson, Mississippi","When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine
maker or a doctor for faulty #vaccines ?"
"Jackson, Mississippi","When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get
reported, according to a Harvard study?"
"Jackson, Mississippi","When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful?"
"Jackson, Mississippi",Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?
,"Funny how @AmerAcadPeds recommends limited screen time for children yet their pediatricians are on #TikTokDocs promoting #gardasil to minors....#theirony #gardasilisdangerous 
@ritamollerpalma #DoctorsSpeakUp #medtwitter"
USA Land of the Free,"💉 #VaccinesWork Sometimes 
💉 #Vaccines Injure You Sometimes
💉Name-Calling &amp; Insulting drives a wedge further down a fake line. Why don’t  #DoctorsSpeakUp ?
💉What are they afraid of?"
"Hawaii, USA",Why didn’t #DoctorsSpeakUp when my 9-month-old child was headbanging—a sign of brain inflammation listed as encephalitis on #Vaccine mfr pkg inserts—instead of him being labeled as “Negative Attention-Seeking” and getting a year of behavioral therapy? @AmerAcadPeds
,"The CDC admits to vaccine Side effects ... take a look at the inserts to see potential adverse reactions . Where there is risk there MUST BE CHOICE! ##DoctorsSpeakUp #medtwitter 
NO MORE MANDATES
@Chrisoakes19782 
Time for the doctors to raise up and refuse to administer them"
"New York, USA",#DoctorsSpeakUp about HPV vaccine #gardasil risks! People over profit! https://t.co/9GlD0lEfdu
"San Francisco, CA","As a Physician Assistant (PA) trained @ Stanford Medical School, I have met &amp; treated far too many #vaccineinjured children to stay silent. Are we trading off mild short-term infections for long-term chronic illnesses? #Vaccines are not #SafeAndEffective for all. 
#DoctorsSpeakUp"
"Cleveland, Ohio",Things will change as #DoctorsSpeakUp  without fear of banishment from the medical community https://t.co/JWiiGn0Z7R
"Meath, Ireland","@dfreedman7 Come practice in Ireland. Thanks to outdated vaccine complacency, even among HCP, we currently have measles, mumps outbreak, pertussis, rotavirus, hep.B, and even a case of rubella-- and that's just so far in 2020! #VaccinesWork  And we need to have #DoctorsSpeakUp  here more!"
,#MAVA #MakeAmericaVaccinateAgain because #VaccinesWork and #VaccinesSaveLives. #DoctorsSpeakUp for babies too young to get vaccinated and immunocompromised patients!
,@NMChampagne @DrPChouinard Someone with a brain and still knows how to think for themselves. Doctors in this country at least either can’t or they just want to keep collecting the money at the expense of innocent children who are being harmed. #doctorsspeakup
"New York, USA",How can an industry ensure a safe product when they aren’t held liable? #nonymandates #notantivax #prochoice #DoctorsSpeakUp @bradhoylman @DickGottfried @nydems @NYGovCuomo https://t.co/UdXGFrfp35
,"When will #DoctorsSpeakUp about “firing” vax delayed or vax free children from their practices??   The $ Bonus from Bug Pharma more important than parental choice, informed consent and medical freedom from LIABILITY FREE vaccines"
